 Ì99 12 
 Ì03 22 
 Ì10 26 
 Ì11 142 
 Ì16 96 
 Ì18 97 
 Ì22 26 
 Ì23 13 
 Ì32 21 
 Ì36 156 
 Ì38 19 
 Ì42 170 
 Ì44 22 
 Ì45 35 
 Ì46 20 
 Ì51 165 
 Ì57 11 
 Ì61 72 
 Ì62 13 
 Ì66 36 
 Ì67 11 
 Ì68 47 
 Ì70 36 
 Ì73 91 
 Ì75 40 
 Ì89 21 
 Ì96 99 
 Ì99 9 
 Ì07 48 
 Ì15 13 
 Ì19 18 
 Ì22 24 
 Ì24 69 
 Ì31 13 
 Ì33 46 
 Ì38 24 
 Ì40 9 
 Ì42 144 
 Ì48 94 
 Ì49 191 
 Ì51 149 
 Ì54 49 
 Ì60 177 
 Ì62 10 
 Ì65 204 
 Ì68 50 
 Ì69 38 
 Ì74 43 
 Ì77 20 
 Ì78 184 
 Ì87 20 
 Ì90 12 
 Ì94 208 
 Ì95 165 
 Ì01 19 
 Ì02 24 
 Ì09 12 
 Ì10 25 
 Ì14 9 
 Ì15 9 
 Ì17 98 
 Ì19 23 
 Ì20 177 
 Ì22 19 
 Ì27 47 
 Ì30 9 
 Ì31 12 
 Ì38 25 
 Ì42 165 
 Ì43 24 
 Ì56 208 
 Ì65 158 
 Ì72 87 
 Ì75 48 
 Ì76 78 
 Ì81 21 
 Ì85 166 
 Ì91 41 
 Ì94 161 
 Ì95 142 
 Ì97 102 
 Ì99 11 
 Ì03 18 
 Ì04 18 
 Ì14 9 
 Ì15 12 
 Ì18 87 
 Ì20 192 
 Ì27 38 
 Ì31 12 
 Ì34 84 
 Ì36 173 
 Ì39 45 
 Ì43 25 
 Ì45 50 
 Ì53 96 
 Ì61 100 
 Ì75 52 
 Ì80 10 
 Ì84 81 
 Ì87 23 
 Ì88 10 
 Ì91 52 
 Ì92 19 
 Ì04 21 
 Ì18 82 
 Ì22 23 
 Ì29 9 
 Ì30 10 
 Ì34 94 
 Ì40 12 
 Ì45 37 
 Ì50 21 
 Ì56 154 
 Ì57 10 
 Ì61 94 
 Ì63 12 
 Ì64 12 
 Ì66 36 
 Ì75 46 
 Ì78 147 
 Ì83 10 
 Ì85 180 
 Ì86 37 
 Ì87 17 
 Ì93 156 
 Ì95 187 
 Ì96 71 
 Ì97 100 
 Ì01 25 
 Ì11 166 
 Ì13 18 
 Ì20 163 
 Ì24 84 
 Ì25 21 
 Ì28 206 
 Ì31 13 
 Ì32 23 
 Ì34 86 
 Ì36 177 
 Ì41 163 
 Ì42 182 
 Ì50 25 
 Ì54 44 
 Ì57 10 
 Ì62 9 
 Ì68 44 
 Ì79 10 
 Ì87 23 
 Ì88 11 
 Ì90 10 
 Ì91 45 
 Ì93 151 
 Ì03 26 
 Ì08 189 
 Ì10 23 
 Ì17 95 
 Ì19 25 
 Ì21 21 
 Ì23 12 
 Ì24 87 
 Ì28 204 
 Ì30 11 
 Ì31 11 
 Ì34 75 
 Ì46 21 
 Ì47 23 
 Ì52 10 
 Ì54 36 
 Ì59 203 
 Ì62 9 
 Ì65 196 
 Ì72 74 
 Ì73 96 
 Ì78 191 
 Ì82 78 
 Ì01 20 
 Ì17 103 
 Ì18 80 
 Ì23 9 
 Ì25 19 
 Ì26 25 
 Ì29 12 
 Ì35 139 
 Ì38 21 
 Ì45 49 
 Ì50 25 
 Ì62 11 
 Ì63 13 
 Ì65 184 
 Ì68 36 
 Ì72 87 
 Ì77 25 
 Ì81 21 
 Ì82 74 
 Ì84 104 
 Ì90 12 
 Ì96 84 
 Ì97 71 
 Ì01 23 
 Ì11 146 
 Ì15 10 
 Ì19 26 
 Ì24 89 
 Ì40 13 
 Ì46 24 
 Ì53 92 
 Ì59 168 
 Ì60 151 
 Ì70 50 
 Ì71 18 
 Ì77 19 
 Ì82 97 
 Ì88 12 
 Ì89 23 
 Ì92 20 
 Ì09 9 
 Ì16 75 
 Ì20 196 
 Ì30 10 
 Ì38 24 
 Ì39 49 
 Ì41 185 
 Ì46 24 
 Ì55 91 
 Ì61 81 
 Ì62 13 
 Ì67 11 
 Ì71 23 
 Ì73 94 
 Ì75 43 
 Ì78 194 
 Ì79 12 
 Ì81 24 
 Ì85 189 
 Ì87 24 
 Ì95 151 
 Ì97 100 
 Ì02 19 
 Ì11 168 
 Ì17 97 
 Ì18 69 
 Ì20 196 
 Ì21 19 
 Ì22 25 
 Ì24 94 
 Ì25 21 
 Ì29 11 
 Ì35 185 
 Ì40 9 
 Ì52 9 
 Ì55 92 
 Ì57 10 
 Ì61 104 
 Ì64 12 
 Ì66 50 
 Ì73 74 
 Ì79 13 
 Ì81 21 
 Ì83 10 
 Ì84 98 
 Ì86 36 
 Ì93 154 
 Ì95 192 
 Ì02 25 
 Ì05 44 
 Ì06 182 
 Ì08 140 
 Ì09 9 
 Ì10 20 
 Ì15 11 
 Ì21 20 
 Ì26 24 
 Ì32 23 
 Ì33 40 
 Ì37 47 
 Ì51 198 
 Ì53 81 
 Ì57 10 
 Ì58 52 
 Ì60 147 
 Ì64 13 
 Ì65 147 
 Ì81 23 
 Ì83 10 
 Ì84 73 
 Ì85 189 
 Ì86 45 
 Ì92 24 
 Ì07 45 
 Ì09 11 
 Ì12 152 
 Ì14 12 
 Ì15 13 
 Ì19 22 
 Ì21 23 
 Ì24 82 
 Ì35 146 
 Ì43 25 
 Ì49 184 
 Ì51 172 
 Ì52 12 
 Ì56 146 
 Ì58 48 
 Ì59 180 
 Ì69 44 
 Ì72 103 
 Ì74 51 
 Ì76 104 
 Ì89 24 
 Ì97 82 
 Ì02 25 
 Ì16 74 
 Ì17 94 
 Ì32 19 
 Ì33 35 
 Ì38 21 
 Ì42 189 
 Ì43 24 
 Ì54 45 
 Ì56 175 
 Ì60 142 
 Ì61 72 
 Ì71 17 
 Ì75 45 
 Ì83 13 
 Ì88 13 
 Ì94 180 
 Ì97 82 
 Ì03 20 
 Ì09 10 
 Ì14 9 
 Ì27 40 
 Ì31 11 
 Ì40 13 
 Ì46 19 
 Ì53 100 
 Ì55 89 
 Ì58 50 
 Ì70 38 
 Ì71 22 
 Ì75 37 
 Ì80 11 
 Ì81 22 
 Ì89 23 
 Ì91 47 
 Ì01 22 
 Ì06 161 
 Ì16 87 
 Ì18 88 
 Ì21 22 
 Ì24 101 
 Ì30 13 
 Ì42 170 
 Ì57 10 
 Ì75 39 
 Ì80 11 
 Ì86 47 
 Ì87 24 
 Ì89 21 
 Ì91 42 
 Ì93 151 
 Ì96 87 
 Ì97 78 
 Ì99 10 
 Ì03 18 
 Ì07 45 
 Ì19 18 
 Ì21 22 
 Ì23 12 
 Ì24 94 
 Ì38 19 
 Ì40 11 
 Ì41 199 
 Ì43 23 
 Ì45 37 
 Ì46 26 
 Ì51 204 
 Ì54 39 
 Ì63 10 
 Ì64 10 
 Ì82 79 
 Ì85 173 
 Ì99 10 
 Ì02 26 
 Ì18 95 
 Ì23 10 
 Ì24 81 
 Ì29 12 
 Ì32 24 
 Ì34 84 
 Ì37 39 
 Ì46 20 
 Ì47 21 
 Ì51 201 
 Ì52 13 
 Ì56 149 
 Ì58 41 
 Ì60 182 
 Ì61 89 
 Ì62 11 
 Ì69 37 
 Ì78 178 
 Ì80 10 
 Ì86 45 
 Ì90 9 
 Ì93 189 
 Ì95 196 
 Ì03 25 
 Ì07 51 
 Ì08 149 
 Ì09 12 
 Ì10 20 
 Ì12 159 
 Ì14 12 
 Ì16 100 
 Ì20 168 
 Ì22 20 
 Ì29 10 
 Ì30 10 
 Ì31 11 
 Ì36 175 
 Ì37 42 
 Ì45 38 
 Ì48 74 
 Ì66 51 
 Ì69 45 
 Ì74 41 
 Ì76 83 
 Ì78 168 
 Ì89 21 
 Ì01 25 
 Ì13 24 
 Ì20 168 
 Ì21 18 
 Ì30 12 
 Ì34 86 
 Ì35 204 
 Ì50 19 
 Ì54 52 
 Ì56 139 
 Ì58 48 
 Ì63 10 
 Ì65 208 
 Ì66 37 
 Ì71 18 
 Ì73 93 
 Ì75 39 
 Ì80 10 
 Ì81 18 
 Ì84 96 
 Ì86 50 
 Ì07 43 
 Ì09 10 
 Ì20 173 
 Ì21 20 
 Ì23 11 
 Ì24 84 
 Ì31 12 
 Ì41 163 
 Ì45 39 
 Ì54 48 
 Ì58 48 
 Ì59 146 
 Ì63 10 
 Ì65 184 
 Ì71 23 
 Ì86 38 
 Ì90 10 
 Ì91 38 
 Ì94 184 
 Ì98 194 
 Ì01 23 
 Ì03 19 
 Ì04 26 
 Ì06 140 
 Ì09 12 
 Ì10 21 
 Ì13 22 
 Ì16 70 
 Ì17 96 
 Ì21 22 
 Ì23 13 
 Ì28 151 
 Ì36 198 
 Ì37 42 
 Ì38 19 
 Ì39 44 
 Ì50 21 
 Ì51 206 
 Ì56 147 
 Ì62 10 
 Ì72 99 
 Ì73 103 
 Ì76 83 
 Ì77 24 
 Ì81 19 
 Ì82 76 
 Ì84 100 
 Ì86 36 
 Ì87 21 
 Ì93 172 
 Ì96 72 
 Ì99 9 
 Ì01 18 
 Ì02 21 
 Ì05 46 
 Ì13 20 
 Ì23 12 
 Ì25 22 
 Ì30 9 
 Ì35 158 
 Ì37 38 
 Ì40 11 
 Ì42 147 
 Ì46 23 
 Ì51 192 
 Ì57 9 
 Ì59 175 
 Ì66 47 
 Ì69 52 
 Ì70 47 
 Ì72 77 
 Ì80 9 
 Ì83 11 
 Ì85 159 
 Ì92 25 
 Ì93 178 
 Ì96 75 
